level_1,0706111100102100100111154001100301100111111100
level_42,080700011110001001000140111113211000321101032110000111111110
level_43,0909000001111000001041000001001111111021100030021100331021100001111111001000001111000
level_44,0305111111432111111
level_45,0706111111122201100301101311100301100401111111
level_46,080701111111100001100110110103011005021110141101000100111110
level_47,071100111111100111000001001030300010010111011111104020200011000111000111111011111
level_48,08081111110010040100100101101021001110233301102100011111000100011111
level_49,100811111100104001001031010010300100103011001110111101001001012220010100000101111111
level_50,07100011110000111001111110030042211030000101111011110100100000010011111111
level_51,070811110000100111001000011110035401111021010010000100111111
level_52,0806001111111041100301100521100521100301111001001111
level_53,07070111110112021110505011001001103030111040110111110
level_54,0812000000111111000000100001001111102001111001112001103003002011104330102010110000111110011111100000
level_55,081011111111001040100100100000010011111301000000100111011013022101101001110000111100
level_56,0607111110010001111003001115020101000410111111
level_57,0908001111000010010000140100001001001110111110000501100300011111120100001111
level_58,07071111000100111112530011023101110400101000110111110
level_59,0913111111111111010000000000101011111110411101000000000110100300010011033011111001111001010222100111101000010000000111111
level_60,10100111111111010000000111411111011001000101100100032110011311211131100121100030012110001001111111111100
level_61,1009111111110100000010101111010101222410101113111101000001100330301111100011000121110000111000
level_62,0613000111111111111110000110011003332222341100000011100110001111011111111100000000
level_63,0619111110001111000000010001111102100000001000000030011111111111001111023000040100100100100111100010011110011110011111
level_64,0910011111100011000010001000301000100330100011102111110011210401000120030100012011110001111000
level_65,0909001111110001000010001003010011113010110303010122221011100000401110010001011111111
level_66,1409000111000000141000011131110110020011100101001101000101101000101101000101100101001110303011011202110001000100001000100001111100
level_67,080711111001000110101001014352111100201010310101100010011111
level_68,07100111100000010011111111000030011021030001102131111110240100001111110000
level_69,08111111001111010011110010100100100101001000031110020213001140110103011000201000111111111111
level_70,100811111000104011111000000110303301113110011000111110220010112200100111001000011110
level_71,0913111111111110010000010001111034301020021101101110110110100000001011010001000101101111111110110000000000011111111111111
level_72,111000111100000110011111010030040101003100011111011111100100010010000301001022100100100211110010011000001111000000
level_73,100811110000100111111033030110000001110110111222141010111011100000011001000111111111
level_74,08110111100000001001111111013041000211101330002110030011221100010111111110001000000111110000
level_75,07100111111100110222211010001111111000303041111003030100111000010000111111
level_76,111001111100001100010000100001111110012100011401210301100121001110000100101100113310011000001000100111100011110000
level_77,071111111111110104022220101000111131111010030301010300000010100011111101111100000
level_78,08110111111100011000001100100303001001030303010011011101111014002222210110000011100111111100
level_79,0610011111111101000010011103131001100232400110021000011111111111
level_80,111011110000001001111111100201102110310000211101101021010000100101111010010010430111001033010000100001000011111100
level_81,0906011111010001010201110501100511100411110301010001011111
level_82,08081111100010001110102000111151300110210301104110111000001011111110
level_83,100811111100100001101030301111033001010100010101101101002021010420210100111101111000
level_84,1012111111110000100222010000100111011000100103001000110143001000010103001000010111011111010000000001010001110001011111011111
level_85,11110000000111101111111001010300000010100030300101011111111110102001001001010010010040201100110101010000100020100001111111000
level_86,0809000011110001110011011030001110300101104133001102200111102211100111110000
level_87,1009000001111111111001100000001100222021113111111103001000100031110110030010011040010001111110
level_88,1211000001111000101110010001010000100010100101000101301210001010010101010130121010001001010111113012101104000001011000100110111111111000
level_89,0910111111111110001100011030034101111101030100012100110101210310010120001001012000100001111110
level_90,07100111111110010040001001030030101110110111100322300110002200011111111111
level_91,05111111111111110000211001103342233011000112000111111111111
level_92,1015001111000000000001001000011111001001000010001001001111112101111100300002001100033101112101100010001010001111111111014011000000000010010000000000011110
level_93,11110111111111011000100011100001000011003010300110005250001111124211111000525000110030103001100001000011100010001101111111110
level_94,0809111111111104010001103030001113111011100222001100010001111111001000001111
level_95,08081111111114000001102332011032230110322301102332011000000111111111
level_96,11110011111100000100001000001000010001111100100010001211111100034300011111121000100011011011000100032100001000111000011111000
level_97,101400011110000000000100111111111111030322222110003000111111141110111000001003001000000010301010000000110100100000000100001000000001111110000000
level_98,10161111100000000000100011011110000010030111021000001030003002100000110311111210111110300101021110011000010102100401111001010000000100111101100000110000000011111110
level_99,10220000000000000001111100000000000000000100010011111110011111110101001000001001001000000100100400111100100000111110010000222211011110011000011111011033030301111111000100000000000100000000010011111111110000000001111000000000
level_100,08081111111010410010123000101201031112310001120103011001000111111111
level_101,13130011111000000001000100000000101011111110010050010001001101100010100100000150011110101010111100513600010010100011011001000100500100111111101010000000010001000000001111100
level_102,08111111111111112222100001100100033011004001100110000011301111111003010000010000100000111111
level_103,08080011111000102011111030011020314110130201100301111102010001111100
level_104,0909000011111111110001100003001100313141111010001001022201001110011000010010000011110
level_105,11110111101111011001110011100010100011005202500111130003111010004000101113000311110052025001100010100011100111001101111011110
level_106,0910011111111001000000100140003010110111301010222221111030303001111111010100000100010000011111
level_107,08081111111110000001103555011050050110500501105552011000004111111111
level_108,0815111100000111110100111000100011100001000130301122101111101001100400001030301122100000000011110001111111110011111000000000
level_109,1309001111111101000001101010101001040301111011101100011101103001121110300121011030021101103121110110121111010001111011111
level_110,0909001111000001001000001031111111202001103010301100202111111130100000104100000111100
level_111,1209111111000100001111100002221100002221111111001001001001001033011001043001001033001001103101000100001000111111
level_112,13100111110000110001111010033300101010003010100031101111100120010010010001011111011101000101100104222210010000001001000100100111111110
level_113,131400011111000000001100010000001110010100000010000201000000100110111110001002020100110010010403000111111112010030010000111100300100000001103011000000001001100000000010010000000000111100
level_114,0911111111000001000011100010010301000100304010001101101111110012222221103030303011100011111101111100000
level_115,0812000011111000111110001111100000100001100122222001110011010111013343330100010000011100011111110000
level_116,07100000011111000111000111112222211043333301100000101111111000100000111110
level_117,101101111011110010011100110100000040111221110001100000010011222130010110110330301100300001111111001110000011110000
level_118,10100111110000110001100010030011001030300110111310201100101020010110112001010400201101000100100111111110
level_119,1009001111110001000011011011001010330101010430101010000101111101001100222011100000110111111100
level_120,11110000001111011111110010103000000111031111100110041001001110112200011001022111110300111000103111000001001000000011110000000
level_121,11110111111000001020010000113210100001005001000010221110000113010111111101101000110011110101100040303011100100000101111111111
level_122,1211111110000001000111000010130010000103000100001030301000010310010000100411100001101111111110000002221100000000011111111122100000001111
level_123,1115111111110000000100000010000000103033011111111111110411202001000013001020001000010001202011000013101101010000010000000010000010011100110000010010111100000011110000000
level_124,0914111111111111111000000100000110343301020221110110111011010101000000010101010001000101010111111111010100000000000101111111111111
level_125,081300000011111000000001000110000000103001011111111014111020010303001100000000310112221111100011111100011111
level_126,0712011111111111112222222001103333333401100010101011101010000010100011111110111110000000
level_127,0910110111100011110011110103032001110100230110001121111003002010104010001010011111101111000000
level_128,08110011111111111100010001105030202011000301101111115100010010040011100100011100001111100000
level_129,08110011111111111104010001105030522011000301000111115100111010000011000100011100001111100000
level_130,0712111110011111100011112201103330000001100031002201111041001101001001100001001111111111
level_131,110711111001000100102010012421111121001100300110300011133001010011101001000111100
level_132,081011110000001041110000125001111112213303011100000001010101100101000111110111110000
level_133,081001111111000100202111010202020111101111011004300301100330030111110001110001111100
level_134,1012000000001111111111111001100011030001100300011001111012021011001012021311001010001001001040300001001001111111001111000000
level_135,071111111110000100000111111033141122110100000001100301010011111030022100011111111
level_136,0809011111110010000010110111311123000401102201301121100301100001111111111000
level_137,10130000000111100000000110011111110010030011001111030301100022101300110010004001111101221011100010110101000001000000100000111111110000
level_138,1112001111000000111001000000100001110000101020210000104022211110101010100011100010330001111110030301000011301011000001000010000001111110
level_139,1216011110000000000011001111000000001000222100000000100022210000000010001011000000001000140111101111111110300011100100001001130300010001110000033001000103001100011100010000111111000001111110000000
level_140,0914111111110111111001000111000110000001103001121040110300111210001030011012100003001100120110111110001100001000000001111110000000
level_141,0910001111111100100102010010002521001001050111113112111000000301103011030110004100011111111111
level_142,0909001111000001001000001001111111323001100242001100323111111100100000100100000111100
level_143,1509111100000100111100103000100102100100103101100102001000111101000000101000011101110010030010110131011103040301102212201111000111001111100
level_144,1212000111100000011100111110010330100010010302023311010220120301111015502001100205510111103021022010113324203010010001033010011111001110000001111000
level_145,11110001111100000010401000001100011001112333211110032223001100321230011003222300111123332111001100011000001000100000011111000
level_146,0909011111110110020011102333201103202301123040321103202301102333201110020011011111110
level_147,1012000000011111111111110001120002004121100111000001110300100001010300011111010310010000011010010000001000110000001111100000
level_148,0715111111111110000100200100010000101200400010000100122101111111110011033030301011000000000001001111111111111
level_149,1210011110000011001110001430001000111030100001001111110100322221010010111101101010000103101000010000100001001110000111100000
level_150,0815000001111000000011111001000000010000031111111110110221002221103033130040001100000000111001111111100101111000000111100000
level_151,1012000111100000000100100000011100100000110030100000100010100000101330111111101000100021100300400021111001111221001111001111
level_152,0915111111011110000100000100001000121100131100100100010000010010130010111001001101000000100101101011110010101120400003050201111111111111111
level_153,10131111111111111121041001000112133000103011210010310001121031001031112100103100101210310010310122001030001012200100100101111111111110
level_154,17290111111111111111111111111111101000000000000000000000000001010111111111111111111111111010101000000000000000000000010101010111111111111111111110101010101000000000000000000101010101010111111111111111101010101010101000000000000001010101010101010111111111111010101010101010101000000000000101010101010101010111111111111010101010101010100000000000000101010101010101111111111111111010101010101000000000000000000101113101011111111111111111111011204010000000000000000000000111111111111111111111111111111

